,Aesthetics,Agnosticism,Analytic philosophy,Anarchism,Anarchy,Animism,Asceticism,Atheism,Authoritarianism,Baptism,Baptists,Behaviorism,Capitalism,Categorical imperative,Communism,Confucianism,Consequentialism,Conservatism,Continental philosophy,Critical theory,Cynicism (philosophy),Deconstruction,Deism,Determinism,Dialectic,Dialectical materialism,Ecumenism,Egalitarianism,Empiricism,Epistemology,Ethics,Existentialism,Fascism,Fatalism,Feminist philosophy,Free will,Fundamentalism,Gnosticism,Hedonism,Henotheism,Hermeticism,Historical materialism,Holism,Idealism,Individualism,Jainism,Juche,Kabbalah,Leninism,Liberalism,Libertarianism,Logic,Logical positivism,Luddite,Manichaeism,Maoism,Marxism,Materialism,Medieval philosophy,Metaphysics,Monism,Mysticism,Nazism,Neoliberalism,Neoplatonism,New Age,Nihilism,Ontology,Paganism,Pantheism,Personalism,Phenomenology (philosophy),Philosophical realism,Philosophy of language,Philosophy of law,Philosophy of mind,Philosophy of religion,Philosophy of science,Platonism,Political philosophy,Populism,Positivism,Post-structuralism,Rastafari,Rationalism,Reductionism,Relativism,Romanticism,Satanism,Scholasticism,Scientism,Shamanism,Sikhism,Socialism,Socrates,Stoicism,Structuralism,Taoism,Teleology,Theism,Theology,Thomism,Transhumanism,Utilitarianism,Vienna Circle,Vitalism,Zen,Zoroastrianism
2019042200,25.0,29.0,2.0,42.0,30.0,22.0,20.0,44.0,4.0,44.0,34.0,27.0,97.0,32.0,115.0,1.0,2.0,48.0,1.0,8.0,24.0,0.0,8.0,25.0,22.0,7.0,12.0,17.0,15.0,4.0,94.0,45.0,107.0,8.0,4.0,14.0,21.0,25.0,64.0,1.0,7.0,11.0,42.0,26.0,7.0,10.0,2.0,15.0,9.0,100.0,12.0,12.0,17.0,25.0,6.0,5.0,53.0,19.0,5.0,55.0,8.0,3.0,79.0,16.0,8.0,31.0,57.0,37.0,24.0,13.0,2.0,44.0,0.0,5.0,2.0,2.0,0.0,32.0,5.0,2.0,28.0,10.0,14.0,22.0,17.0,6.0,6.0,96.0,69.0,18.0,3.0,43.0,67.0,100.0,65.0,33.0,11.0,32.0,4.0,15.0,25.0,1.0,16.0,31.0,11.0,1.0,19.0,47.0
2019042300,35.0,44.0,1.0,62.0,15.0,13.0,34.0,67.0,10.0,36.0,104.0,37.0,136.0,41.0,214.0,0.0,1.0,54.0,5.0,11.0,23.0,0.0,17.0,23.0,22.0,5.0,27.0,21.0,36.0,7.0,180.0,52.0,152.0,6.0,2.0,21.0,36.0,32.0,69.0,0.0,3.0,5.0,40.0,31.0,7.0,24.0,10.0,16.0,6.0,112.0,24.0,14.0,15.0,29.0,13.0,13.0,72.0,27.0,7.0,53.0,7.0,7.0,85.0,17.0,10.0,40.0,58.0,34.0,25.0,14.0,1.0,45.0,3.0,2.0,2.0,2.0,2.0,27.0,3.0,3.0,34.0,22.0,16.0,28.0,32.0,18.0,10.0,211.0,70.0,12.0,1.0,63.0,138.0,95.0,92.0,35.0,8.0,26.0,9.0,25.0,36.0,2.0,26.0,34.0,4.0,3.0,26.0,37.0
2019042400,35.0,44.0,3.0,79.0,14.0,20.0,51.0,77.0,15.0,55.0,101.0,30.0,164.0,65.0,202.0,1.0,11.0,58.0,3.0,7.0,39.0,0.0,12.0,35.0,23.0,5.0,18.0,24.0,25.0,4.0,152.0,52.0,152.0,11.0,1.0,17.0,50.0,41.0,61.0,1.0,5.0,8.0,93.0,30.0,13.0,17.0,12.0,21.0,15.0,127.0,29.0,26.0,17.0,72.0,3.0,13.0,85.0,22.0,6.0,22.0,10.0,10.0,89.0,21.0,8.0,57.0,63.0,28.0,29.0,21.0,5.0,45.0,5.0,2.0,3.0,5.0,5.0,29.0,6.0,3.0,25.0,23.0,18.0,57.0,20.0,15.0,10.0,279.0,110.0,12.0,2.0,37.0,206.0,115.0,185.0,29.0,14.0,35.0,5.0,19.0,30.0,2.0,18.0,25.0,6.0,8.0,24.0,35.0
2019042500,33.0,44.0,3.0,69.0,35.0,10.0,45.0,68.0,12.0,60.0,69.0,43.0,163.0,84.0,237.0,0.0,8.0,64.0,1.0,16.0,41.0,0.0,16.0,26.0,36.0,5.0,12.0,32.0,23.0,11.0,207.0,61.0,170.0,12.0,2.0,25.0,42.0,36.0,67.0,2.0,4.0,17.0,68.0,33.0,12.0,18.0,12.0,29.0,9.0,134.0,20.0,15.0,14.0,46.0,4.0,20.0,90.0,36.0,3.0,23.0,11.0,12.0,151.0,26.0,10.0,57.0,59.0,44.0,31.0,23.0,6.0,48.0,5.0,1.0,3.0,5.0,9.0,34.0,8.0,5.0,37.0,11.0,17.0,32.0,21.0,22.0,12.0,245.0,70.0,13.0,4.0,49.0,169.0,118.0,154.0,44.0,8.0,44.0,7.0,24.0,42.0,0.0,17.0,36.0,2.0,1.0,27.0,45.0
2019042600,26.0,32.0,5.0,71.0,34.0,12.0,39.0,67.0,8.0,51.0,71.0,33.0,138.0,48.0,191.0,1.0,6.0,36.0,2.0,7.0,42.0,0.0,12.0,22.0,13.0,6.0,19.0,29.0,24.0,5.0,147.0,56.0,134.0,2.0,4.0,23.0,58.0,32.0,74.0,4.0,10.0,12.0,59.0,25.0,10.0,27.0,5.0,25.0,12.0,135.0,26.0,17.0,8.0,22.0,9.0,16.0,62.0,16.0,9.0,25.0,7.0,14.0,95.0,22.0,5.0,44.0,78.0,54.0,26.0,20.0,9.0,35.0,4.0,0.0,8.0,2.0,1.0,26.0,3.0,8.0,42.0,19.0,4.0,47.0,12.0,10.0,7.0,206.0,81.0,6.0,3.0,42.0,153.0,111.0,137.0,43.0,15.0,27.0,6.0,24.0,34.0,3.0,17.0,40.0,2.0,4.0,21.0,41.0
2019042700,28.0,30.0,2.0,49.0,11.0,12.0,20.0,35.0,9.0,29.0,32.0,24.0,87.0,23.0,103.0,1.0,2.0,35.0,0.0,10.0,28.0,0.0,14.0,23.0,32.0,8.0,3.0,13.0,12.0,2.0,84.0,35.0,107.0,9.0,4.0,13.0,25.0,33.0,93.0,3.0,8.0,12.0,46.0,14.0,7.0,8.0,6.0,17.0,6.0,61.0,17.0,9.0,4.0,39.0,8.0,16.0,50.0,11.0,4.0,15.0,6.0,4.0,47.0,13.0,3.0,23.0,50.0,22.0,23.0,14.0,4.0,24.0,0.0,0.0,5.0,7.0,2.0,16.0,5.0,5.0,20.0,15.0,7.0,19.0,3.0,4.0,8.0,49.0,50.0,4.0,0.0,20.0,37.0,61.0,90.0,28.0,6.0,18.0,6.0,12.0,25.0,1.0,12.0,19.0,1.0,2.0,16.0,46.0
2019042800,30.0,36.0,6.0,82.0,24.0,15.0,41.0,56.0,12.0,46.0,43.0,28.0,107.0,42.0,161.0,3.0,5.0,57.0,3.0,4.0,25.0,0.0,15.0,15.0,33.0,1.0,10.0,18.0,15.0,3.0,122.0,45.0,132.0,4.0,2.0,25.0,30.0,31.0,66.0,3.0,8.0,5.0,46.0,16.0,11.0,11.0,3.0,16.0,4.0,143.0,18.0,15.0,1.0,21.0,11.0,19.0,86.0,21.0,5.0,28.0,6.0,5.0,53.0,18.0,9.0,28.0,66.0,30.0,25.0,36.0,2.0,52.0,0.0,3.0,2.0,7.0,1.0,23.0,11.0,3.0,77.0,15.0,9.0,28.0,16.0,9.0,8.0,93.0,44.0,3.0,2.0,30.0,72.0,114.0,73.0,49.0,7.0,23.0,3.0,13.0,19.0,5.0,4.0,18.0,5.0,4.0,16.0,44.0
2019042900,33.0,27.0,4.0,59.0,23.0,11.0,45.0,73.0,17.0,53.0,175.0,47.0,156.0,87.0,188.0,0.0,4.0,49.0,1.0,16.0,27.0,0.0,21.0,31.0,25.0,7.0,17.0,28.0,22.0,2.0,225.0,61.0,138.0,6.0,1.0,22.0,65.0,40.0,54.0,1.0,13.0,12.0,60.0,16.0,11.0,13.0,6.0,13.0,6.0,155.0,23.0,18.0,6.0,15.0,8.0,11.0,74.0,21.0,3.0,52.0,12.0,9.0,95.0,18.0,5.0,42.0,50.0,27.0,26.0,25.0,5.0,46.0,0.0,2.0,2.0,8.0,4.0,18.0,12.0,5.0,49.0,9.0,6.0,51.0,28.0,21.0,5.0,257.0,131.0,5.0,1.0,38.0,227.0,155.0,121.0,34.0,9.0,65.0,5.0,28.0,33.0,2.0,9.0,35.0,3.0,3.0,23.0,46.0
2019043000,31.0,37.0,2.0,61.0,17.0,20.0,34.0,60.0,9.0,51.0,106.0,38.0,116.0,48.0,209.0,3.0,3.0,47.0,2.0,12.0,24.0,0.0,10.0,34.0,26.0,5.0,18.0,23.0,39.0,3.0,213.0,50.0,134.0,10.0,2.0,21.0,41.0,37.0,48.0,1.0,7.0,13.0,65.0,13.0,13.0,25.0,12.0,21.0,10.0,109.0,18.0,12.0,9.0,11.0,3.0,23.0,73.0,19.0,2.0,41.0,7.0,6.0,114.0,26.0,5.0,29.0,50.0,37.0,22.0,29.0,3.0,47.0,0.0,2.0,3.0,2.0,2.0,19.0,8.0,7.0,41.0,20.0,16.0,34.0,11.0,13.0,10.0,203.0,106.0,8.0,1.0,27.0,166.0,93.0,90.0,30.0,8.0,36.0,4.0,14.0,17.0,2.0,5.0,29.0,3.0,12.0,24.0,30.0
2019050100,29.0,37.0,2.0,139.0,30.0,13.0,48.0,55.0,14.0,43.0,91.0,37.0,201.0,70.0,295.0,0.0,7.0,53.0,3.0,15.0,11.0,0.0,19.0,35.0,25.0,7.0,11.0,24.0,29.0,8.0,169.0,46.0,135.0,9.0,2.0,27.0,32.0,48.0,104.0,2.0,4.0,12.0,56.0,24.0,9.0,10.0,3.0,19.0,11.0,126.0,9.0,17.0,10.0,20.0,6.0,20.0,98.0,22.0,7.0,39.0,11.0,5.0,122.0,21.0,9.0,30.0,61.0,40.0,36.0,24.0,8.0,56.0,6.0,2.0,4.0,8.0,3.0,29.0,4.0,5.0,64.0,27.0,7.0,26.0,25.0,16.0,17.0,128.0,49.0,5.0,2.0,41.0,81.0,248.0,88.0,37.0,5.0,45.0,12.0,26.0,34.0,2.0,8.0,27.0,2.0,3.0,57.0,54.0
2019050200,45.0,34.0,5.0,97.0,41.0,13.0,53.0,94.0,16.0,145.0,155.0,39.0,292.0,87.0,315.0,1.0,4.0,74.0,3.0,11.0,22.0,0.0,18.0,36.0,28.0,7.0,18.0,27.0,32.0,6.0,266.0,65.0,143.0,9.0,3.0,18.0,52.0,31.0,65.0,2.0,5.0,13.0,66.0,40.0,13.0,29.0,15.0,21.0,7.0,186.0,24.0,36.0,12.0,16.0,5.0,27.0,94.0,32.0,7.0,27.0,11.0,6.0,130.0,22.0,10.0,44.0,69.0,34.0,21.0,32.0,6.0,54.0,2.0,3.0,4.0,8.0,5.0,26.0,9.0,11.0,35.0,18.0,8.0,47.0,22.0,12.0,9.0,291.0,136.0,8.0,2.0,71.0,285.0,138.0,149.0,52.0,8.0,55.0,3.0,29.0,52.0,2.0,8.0,44.0,6.0,6.0,22.0,33.0
2019050300,27.0,30.0,3.0,83.0,32.0,9.0,36.0,47.0,18.0,51.0,113.0,47.0,195.0,54.0,261.0,2.0,2.0,52.0,2.0,6.0,31.0,0.0,17.0,36.0,23.0,6.0,13.0,19.0,19.0,8.0,181.0,36.0,118.0,8.0,0.0,14.0,56.0,27.0,58.0,3.0,5.0,11.0,45.0,19.0,11.0,20.0,7.0,23.0,8.0,125.0,17.0,15.0,11.0,15.0,3.0,10.0,95.0,11.0,2.0,26.0,9.0,4.0,81.0,23.0,2.0,35.0,75.0,30.0,21.0,17.0,5.0,48.0,2.0,1.0,4.0,8.0,2.0,27.0,4.0,3.0,43.0,20.0,14.0,46.0,13.0,9.0,7.0,169.0,107.0,5.0,1.0,68.0,178.0,124.0,115.0,35.0,12.0,42.0,6.0,21.0,24.0,1.0,19.0,25.0,2.0,3.0,21.0,36.0
2019050400,31.0,29.0,1.0,59.0,15.0,9.0,16.0,24.0,10.0,35.0,47.0,30.0,115.0,32.0,178.0,1.0,9.0,46.0,1.0,1.0,19.0,0.0,18.0,21.0,19.0,2.0,8.0,16.0,18.0,6.0,112.0,41.0,100.0,12.0,0.0,16.0,13.0,36.0,72.0,1.0,8.0,11.0,47.0,19.0,4.0,7.0,3.0,26.0,4.0,204.0,15.0,18.0,4.0,9.0,6.0,18.0,68.0,20.0,3.0,15.0,9.0,5.0,34.0,17.0,4.0,17.0,56.0,32.0,24.0,7.0,2.0,42.0,1.0,1.0,1.0,5.0,0.0,17.0,6.0,0.0,51.0,18.0,2.0,22.0,8.0,17.0,3.0,73.0,48.0,6.0,0.0,43.0,57.0,211.0,47.0,46.0,8.0,28.0,11.0,9.0,11.0,2.0,6.0,27.0,1.0,6.0,26.0,40.0
2019050500,41.0,37.0,5.0,217.0,11.0,10.0,23.0,40.0,6.0,42.0,65.0,20.0,409.0,49.0,528.0,45.0,4.0,154.0,2.0,7.0,28.0,0.0,28.0,36.0,23.0,5.0,15.0,20.0,22.0,4.0,139.0,79.0,312.0,11.0,0.0,23.0,38.0,35.0,93.0,9.0,7.0,4.0,58.0,32.0,10.0,20.0,6.0,20.0,10.0,647.0,23.0,16.0,8.0,8.0,12.0,11.0,91.0,28.0,5.0,40.0,9.0,9.0,96.0,19.0,6.0,34.0,66.0,34.0,15.0,21.0,8.0,53.0,1.0,5.0,5.0,7.0,3.0,22.0,4.0,4.0,58.0,25.0,11.0,23.0,24.0,10.0,8.0,139.0,64.0,2.0,2.0,53.0,76.0,6884.0,76.0,30.0,12.0,41.0,9.0,23.0,13.0,0.0,8.0,38.0,6.0,3.0,21.0,46.0
2019050600,48.0,28.0,5.0,190.0,32.0,15.0,40.0,51.0,12.0,40.0,114.0,56.0,448.0,90.0,543.0,8.0,13.0,133.0,3.0,15.0,16.0,0.0,19.0,48.0,24.0,6.0,17.0,32.0,30.0,4.0,226.0,103.0,210.0,4.0,4.0,37.0,47.0,29.0,67.0,3.0,2.0,18.0,69.0,25.0,8.0,21.0,12.0,23.0,11.0,507.0,27.0,20.0,7.0,9.0,7.0,12.0,101.0,34.0,2.0,37.0,9.0,10.0,129.0,42.0,8.0,51.0,58.0,38.0,24.0,25.0,2.0,49.0,1.0,1.0,1.0,20.0,2.0,35.0,8.0,4.0,71.0,29.0,9.0,27.0,24.0,15.0,10.0,331.0,125.0,8.0,3.0,66.0,223.0,5974.0,127.0,54.0,5.0,58.0,13.0,21.0,32.0,2.0,11.0,49.0,5.0,2.0,14.0,35.0
2019050700,62.0,46.0,3.0,100.0,26.0,15.0,46.0,68.0,16.0,45.0,123.0,52.0,328.0,107.0,649.0,27.0,13.0,102.0,3.0,28.0,28.0,0.0,19.0,38.0,17.0,5.0,36.0,27.0,45.0,2.0,297.0,65.0,164.0,8.0,1.0,18.0,62.0,28.0,98.0,1.0,6.0,20.0,72.0,20.0,3.0,18.0,6.0,17.0,12.0,371.0,21.0,13.0,5.0,9.0,10.0,26.0,155.0,38.0,11.0,38.0,10.0,14.0,113.0,42.0,7.0,52.0,54.0,57.0,29.0,16.0,6.0,55.0,3.0,1.0,3.0,14.0,7.0,29.0,10.0,6.0,71.0,19.0,9.0,31.0,37.0,17.0,17.0,290.0,84.0,3.0,0.0,57.0,163.0,1873.0,167.0,52.0,6.0,33.0,9.0,17.0,44.0,0.0,7.0,42.0,0.0,6.0,15.0,39.0
2019050800,40.0,38.0,1.0,102.0,34.0,19.0,47.0,65.0,16.0,74.0,116.0,58.0,250.0,71.0,418.0,23.0,10.0,105.0,1.0,30.0,23.0,0.0,32.0,38.0,35.0,7.0,40.0,32.0,14.0,4.0,241.0,60.0,182.0,8.0,3.0,24.0,70.0,26.0,58.0,2.0,5.0,27.0,77.0,22.0,11.0,14.0,8.0,17.0,12.0,304.0,20.0,18.0,19.0,9.0,6.0,12.0,117.0,28.0,6.0,21.0,11.0,8.0,166.0,33.0,6.0,31.0,46.0,35.0,41.0,38.0,7.0,42.0,3.0,1.0,4.0,14.0,3.0,52.0,7.0,5.0,76.0,29.0,35.0,18.0,24.0,11.0,10.0,308.0,77.0,16.0,0.0,50.0,211.0,949.0,141.0,47.0,14.0,54.0,5.0,27.0,34.0,1.0,15.0,20.0,3.0,4.0,25.0,36.0
2019050900,47.0,32.0,2.0,106.0,24.0,16.0,49.0,79.0,16.0,52.0,105.0,44.0,291.0,73.0,745.0,35.0,4.0,91.0,4.0,32.0,23.0,0.0,15.0,33.0,36.0,4.0,36.0,31.0,32.0,2.0,236.0,62.0,281.0,10.0,2.0,22.0,55.0,22.0,83.0,1.0,5.0,22.0,88.0,31.0,13.0,14.0,11.0,18.0,11.0,264.0,19.0,20.0,16.0,16.0,2.0,20.0,155.0,29.0,3.0,31.0,15.0,4.0,240.0,44.0,11.0,28.0,55.0,19.0,24.0,23.0,4.0,67.0,2.0,0.0,6.0,12.0,3.0,49.0,5.0,7.0,169.0,34.0,50.0,109.0,12.0,15.0,11.0,316.0,114.0,7.0,0.0,75.0,255.0,1101.0,133.0,63.0,9.0,39.0,8.0,20.0,40.0,0.0,18.0,30.0,7.0,4.0,18.0,38.0
2019051000,34.0,58.0,5.0,87.0,24.0,9.0,41.0,80.0,11.0,57.0,122.0,50.0,258.0,60.0,893.0,6.0,6.0,71.0,2.0,25.0,23.0,0.0,9.0,12.0,23.0,6.0,30.0,29.0,16.0,1.0,167.0,49.0,206.0,10.0,3.0,17.0,20.0,27.0,66.0,3.0,9.0,9.0,68.0,29.0,11.0,17.0,10.0,30.0,6.0,200.0,30.0,26.0,15.0,15.0,7.0,22.0,154.0,25.0,2.0,30.0,7.0,8.0,165.0,27.0,8.0,32.0,70.0,27.0,21.0,13.0,4.0,51.0,2.0,4.0,4.0,6.0,6.0,42.0,5.0,7.0,128.0,23.0,36.0,39.0,17.0,17.0,3.0,195.0,104.0,17.0,2.0,33.0,173.0,689.0,133.0,46.0,15.0,34.0,3.0,20.0,27.0,3.0,11.0,24.0,7.0,2.0,16.0,45.0
2019051100,28.0,34.0,5.0,92.0,20.0,10.0,22.0,56.0,8.0,53.0,25.0,23.0,221.0,21.0,862.0,8.0,9.0,68.0,2.0,13.0,16.0,0.0,12.0,23.0,20.0,6.0,19.0,30.0,12.0,3.0,81.0,24.0,144.0,11.0,0.0,15.0,11.0,20.0,75.0,2.0,1.0,7.0,34.0,13.0,7.0,16.0,5.0,13.0,11.0,178.0,20.0,11.0,12.0,4.0,1.0,12.0,79.0,17.0,2.0,20.0,9.0,9.0,81.0,13.0,3.0,16.0,57.0,36.0,13.0,11.0,8.0,31.0,1.0,0.0,4.0,2.0,1.0,28.0,1.0,3.0,88.0,14.0,8.0,32.0,12.0,10.0,12.0,73.0,46.0,9.0,3.0,28.0,48.0,612.0,57.0,55.0,5.0,26.0,4.0,7.0,16.0,1.0,5.0,16.0,5.0,4.0,14.0,43.0
2019051200,31.0,29.0,3.0,114.0,24.0,12.0,23.0,70.0,14.0,53.0,48.0,31.0,299.0,37.0,1968.0,15.0,5.0,78.0,1.0,21.0,28.0,0.0,25.0,26.0,21.0,8.0,12.0,22.0,27.0,6.0,126.0,50.0,186.0,6.0,2.0,20.0,34.0,20.0,67.0,6.0,5.0,11.0,48.0,12.0,13.0,16.0,8.0,29.0,17.0,188.0,18.0,10.0,10.0,4.0,10.0,17.0,184.0,29.0,3.0,27.0,6.0,9.0,100.0,30.0,3.0,31.0,68.0,46.0,13.0,21.0,11.0,57.0,1.0,0.0,4.0,11.0,5.0,32.0,7.0,7.0,95.0,18.0,9.0,28.0,13.0,3.0,12.0,120.0,77.0,9.0,0.0,3989.0,111.0,618.0,67.0,47.0,10.0,41.0,7.0,27.0,38.0,2.0,4.0,22.0,1.0,2.0,13.0,33.0
2019051300,48.0,36.0,5.0,90.0,27.0,15.0,37.0,70.0,13.0,49.0,127.0,40.0,283.0,83.0,650.0,26.0,4.0,93.0,0.0,24.0,16.0,0.0,18.0,42.0,26.0,11.0,20.0,24.0,27.0,7.0,264.0,66.0,186.0,5.0,0.0,22.0,33.0,32.0,78.0,5.0,10.0,14.0,88.0,19.0,8.0,17.0,6.0,16.0,15.0,199.0,22.0,22.0,13.0,31.0,6.0,16.0,121.0,39.0,10.0,39.0,13.0,4.0,113.0,29.0,7.0,91.0,72.0,43.0,49.0,29.0,4.0,66.0,4.0,3.0,4.0,12.0,7.0,27.0,7.0,3.0,94.0,23.0,8.0,26.0,26.0,12.0,6.0,280.0,151.0,13.0,10.0,19290.0,166.0,371.0,121.0,42.0,7.0,48.0,5.0,23.0,43.0,1.0,20.0,24.0,2.0,3.0,15.0,40.0
2019051400,52.0,33.0,3.0,70.0,28.0,14.0,33.0,69.0,16.0,47.0,114.0,55.0,220.0,67.0,338.0,16.0,3.0,55.0,1.0,19.0,31.0,0.0,18.0,23.0,22.0,11.0,12.0,19.0,33.0,7.0,225.0,67.0,185.0,3.0,1.0,18.0,17.0,28.0,78.0,3.0,3.0,21.0,80.0,15.0,24.0,16.0,4.0,15.0,13.0,149.0,27.0,21.0,19.0,16.0,8.0,24.0,98.0,24.0,6.0,36.0,11.0,11.0,85.0,35.0,7.0,65.0,70.0,41.0,48.0,24.0,5.0,61.0,1.0,4.0,5.0,4.0,0.0,29.0,5.0,5.0,60.0,20.0,7.0,26.0,18.0,16.0,12.0,224.0,115.0,5.0,2.0,5206.0,99.0,209.0,85.0,45.0,3.0,32.0,5.0,27.0,29.0,0.0,11.0,21.0,5.0,4.0,24.0,30.0
2019051500,55.0,28.0,4.0,52.0,24.0,11.0,40.0,56.0,8.0,31.0,169.0,43.0,166.0,62.0,283.0,14.0,11.0,65.0,0.0,19.0,30.0,0.0,16.0,26.0,22.0,3.0,6.0,22.0,27.0,1.0,210.0,48.0,168.0,12.0,0.0,16.0,16.0,41.0,70.0,3.0,6.0,8.0,73.0,24.0,5.0,16.0,4.0,18.0,4.0,122.0,13.0,10.0,18.0,8.0,8.0,12.0,84.0,19.0,5.0,30.0,11.0,9.0,132.0,25.0,4.0,39.0,91.0,46.0,90.0,20.0,7.0,53.0,1.0,0.0,2.0,2.0,0.0,15.0,9.0,5.0,32.0,24.0,8.0,26.0,24.0,16.0,7.0,141.0,95.0,8.0,1.0,5318.0,100.0,174.0,128.0,46.0,5.0,43.0,3.0,25.0,17.0,0.0,3.0,22.0,0.0,4.0,12.0,34.0
2019051600,30.0,39.0,1.0,54.0,16.0,16.0,22.0,54.0,16.0,44.0,88.0,40.0,116.0,41.0,177.0,11.0,5.0,40.0,1.0,11.0,18.0,0.0,14.0,24.0,13.0,7.0,6.0,19.0,19.0,6.0,138.0,27.0,102.0,5.0,0.0,7.0,11.0,39.0,65.0,2.0,7.0,10.0,55.0,22.0,10.0,6.0,4.0,63.0,6.0,107.0,14.0,16.0,13.0,11.0,6.0,12.0,75.0,15.0,4.0,30.0,3.0,7.0,74.0,13.0,7.0,48.0,61.0,34.0,55.0,17.0,6.0,40.0,0.0,1.0,1.0,4.0,1.0,23.0,4.0,3.0,36.0,15.0,9.0,19.0,21.0,13.0,8.0,109.0,77.0,10.0,1.0,3548.0,71.0,131.0,99.0,62.0,5.0,22.0,7.0,10.0,25.0,1.0,5.0,12.0,6.0,4.0,12.0,26.0
2019051700,8.0,21.0,0.0,53.0,11.0,13.0,9.0,45.0,4.0,22.0,32.0,7.0,37.0,10.0,130.0,4.0,1.0,23.0,0.0,2.0,14.0,0.0,18.0,13.0,9.0,5.0,5.0,15.0,7.0,6.0,25.0,13.0,79.0,1.0,0.0,6.0,11.0,13.0,43.0,1.0,2.0,2.0,31.0,6.0,7.0,2.0,1.0,20.0,3.0,57.0,11.0,8.0,2.0,6.0,7.0,12.0,28.0,9.0,4.0,16.0,11.0,3.0,40.0,10.0,3.0,23.0,44.0,20.0,37.0,12.0,7.0,17.0,0.0,0.0,3.0,0.0,2.0,9.0,4.0,3.0,19.0,7.0,3.0,16.0,4.0,5.0,5.0,23.0,43.0,3.0,1.0,1875.0,37.0,100.0,37.0,40.0,1.0,19.0,11.0,12.0,12.0,0.0,5.0,12.0,0.0,2.0,16.0,21.0
2019051800,22.0,31.0,0.0,54.0,17.0,12.0,16.0,39.0,24.0,38.0,27.0,35.0,129.0,26.0,158.0,5.0,0.0,27.0,2.0,5.0,20.0,0.0,21.0,24.0,20.0,2.0,14.0,13.0,13.0,0.0,64.0,31.0,176.0,7.0,0.0,7.0,11.0,17.0,54.0,3.0,5.0,7.0,42.0,13.0,17.0,23.0,2.0,400.0,8.0,102.0,9.0,8.0,8.0,11.0,8.0,11.0,38.0,7.0,0.0,16.0,6.0,5.0,49.0,17.0,3.0,34.0,58.0,28.0,36.0,13.0,7.0,45.0,1.0,2.0,2.0,3.0,4.0,16.0,6.0,4.0,78.0,3.0,8.0,27.0,16.0,8.0,7.0,48.0,52.0,6.0,0.0,1827.0,44.0,131.0,37.0,45.0,4.0,14.0,4.0,16.0,14.0,3.0,2.0,9.0,0.0,0.0,23.0,28.0
2019051900,55.0,27.0,4.0,68.0,28.0,20.0,24.0,44.0,2.0,47.0,38.0,31.0,177.0,49.0,182.0,17.0,5.0,44.0,1.0,8.0,24.0,0.0,10.0,19.0,31.0,4.0,11.0,26.0,22.0,4.0,123.0,39.0,155.0,3.0,0.0,20.0,11.0,38.0,84.0,1.0,1.0,12.0,42.0,22.0,9.0,14.0,4.0,134.0,8.0,82.0,20.0,17.0,7.0,8.0,10.0,7.0,68.0,13.0,7.0,19.0,8.0,7.0,60.0,17.0,8.0,21.0,121.0,30.0,36.0,18.0,5.0,37.0,0.0,3.0,4.0,4.0,2.0,22.0,5.0,3.0,82.0,15.0,9.0,54.0,12.0,13.0,5.0,75.0,60.0,13.0,2.0,1518.0,40.0,144.0,50.0,51.0,4.0,22.0,5.0,14.0,28.0,0.0,11.0,25.0,3.0,3.0,19.0,27.0
2019052000,45.0,18.0,0.0,62.0,21.0,18.0,39.0,48.0,10.0,39.0,125.0,52.0,150.0,72.0,195.0,5.0,9.0,66.0,2.0,10.0,23.0,0.0,5.0,46.0,46.0,9.0,10.0,29.0,20.0,4.0,207.0,43.0,141.0,8.0,0.0,18.0,10.0,24.0,78.0,2.0,4.0,21.0,73.0,26.0,22.0,9.0,7.0,41.0,10.0,139.0,20.0,21.0,20.0,11.0,3.0,12.0,83.0,22.0,4.0,23.0,1.0,12.0,68.0,23.0,8.0,35.0,102.0,47.0,30.0,15.0,3.0,62.0,4.0,1.0,2.0,9.0,2.0,34.0,5.0,6.0,97.0,32.0,12.0,14.0,25.0,25.0,7.0,157.0,85.0,11.0,0.0,1066.0,89.0,132.0,102.0,54.0,5.0,34.0,8.0,10.0,22.0,0.0,10.0,33.0,8.0,6.0,20.0,28.0
2019052100,24.0,23.0,0.0,72.0,27.0,11.0,31.0,60.0,17.0,59.0,112.0,46.0,143.0,59.0,214.0,11.0,7.0,64.0,1.0,12.0,13.0,0.0,7.0,35.0,25.0,3.0,22.0,20.0,23.0,3.0,168.0,44.0,169.0,9.0,1.0,25.0,19.0,22.0,71.0,2.0,12.0,12.0,58.0,32.0,9.0,14.0,4.0,24.0,7.0,148.0,15.0,18.0,21.0,18.0,15.0,10.0,65.0,24.0,3.0,30.0,9.0,25.0,77.0,26.0,8.0,39.0,52.0,45.0,23.0,10.0,6.0,68.0,0.0,2.0,5.0,11.0,1.0,35.0,6.0,2.0,90.0,18.0,9.0,17.0,12.0,22.0,9.0,205.0,66.0,9.0,1.0,948.0,80.0,143.0,149.0,68.0,5.0,21.0,4.0,15.0,36.0,0.0,28.0,24.0,1.0,1.0,22.0,31.0
