,Aesthetics,Agnosticism,Analytic philosophy,Anarchism,Anarchy,Animism,Asceticism,Atheism,Authoritarianism,Baptism,Baptists,Behaviorism,Capitalism,Categorical imperative,Communism,Confucianism,Consequentialism,Conservatism,Continental philosophy,Critical theory,Cynicism (philosophy),Deconstruction,Deism,Determinism,Dialectic,Dialectical materialism,Ecumenism,Egalitarianism,Empiricism,Epistemology,Ethics,Existentialism,Fascism,Fatalism,Feminist philosophy,Free will,Fundamentalism,Gnosticism,Hedonism,Henotheism,Hermeticism,Historical materialism,Holism,Idealism,Individualism,Jainism,Juche,Kabbalah,Leninism,Liberalism,Libertarianism,Logic,Logical positivism,Luddite,Manichaeism,Maoism,Marxism,Materialism,Medieval philosophy,Metaphysics,Monism,Mysticism,Nazism,Neoliberalism,Neoplatonism,New Age,Nihilism,Ontology,Paganism,Pantheism,Personalism,Phenomenology (philosophy),Philosophical realism,Philosophy of language,Philosophy of law,Philosophy of mind,Philosophy of religion,Philosophy of science,Platonism,Political philosophy,Populism,Positivism,Post-structuralism,Rastafari,Rationalism,Reductionism,Relativism,Romanticism,Satanism,Scholasticism,Scientism,Shamanism,Sikhism,Socialism,Socrates,Stoicism,Structuralism,Taoism,Teleology,Theism,Theology,Thomism,Transhumanism,Utilitarianism,Vienna Circle,Vitalism,Zen,Zoroastrianism
2019112100,42.0,33.0,5.0,78.0,79.0,9.0,15.0,56.0,8.0,25.0,35.0,53.0,88.0,21.0,155.0,11.0,6.0,118.0,8.0,4.0,7.0,9.0,18.0,20.0,47.0,5.0,11.0,140.0,34.0,8.0,106.0,99.0,198.0,19.0,0.0,14.0,10.0,21.0,23.0,3.0,5.0,7.0,60.0,34.0,15.0,12.0,7.0,8.0,14.0,189.0,16.0,13.0,27.0,18.0,3.0,20.0,52.0,25.0,2.0,29.0,8.0,9.0,159.0,59.0,6.0,27.0,56.0,59.0,21.0,24.0,1.0,33.0,15.0,4.0,5.0,13.0,1.0,8.0,13.0,6.0,66.0,20.0,22.0,25.0,18.0,6.0,21.0,173.0,78.0,13.0,4.0,14.0,29.0,168.0,93.0,42.0,10.0,17.0,9.0,17.0,24.0,2.0,10.0,25.0,3.0,10.0,14.0,36.0
2019112200,48.0,42.0,6.0,68.0,59.0,5.0,13.0,63.0,8.0,29.0,26.0,29.0,48.0,22.0,148.0,19.0,5.0,106.0,5.0,5.0,4.0,3.0,16.0,17.0,34.0,7.0,16.0,50.0,21.0,10.0,81.0,61.0,159.0,6.0,0.0,11.0,8.0,17.0,65.0,6.0,13.0,5.0,51.0,23.0,12.0,10.0,6.0,14.0,5.0,158.0,10.0,16.0,22.0,11.0,7.0,10.0,40.0,18.0,3.0,17.0,6.0,9.0,149.0,32.0,4.0,21.0,58.0,50.0,23.0,21.0,2.0,21.0,14.0,3.0,2.0,15.0,2.0,10.0,6.0,10.0,46.0,10.0,17.0,19.0,18.0,6.0,19.0,112.0,44.0,8.0,2.0,20.0,23.0,140.0,75.0,42.0,14.0,43.0,14.0,5.0,27.0,5.0,9.0,18.0,2.0,3.0,18.0,28.0
2019112300,33.0,52.0,6.0,28.0,31.0,16.0,66.0,38.0,6.0,24.0,22.0,17.0,36.0,16.0,75.0,15.0,5.0,28.0,6.0,1.0,3.0,3.0,13.0,6.0,19.0,6.0,9.0,28.0,17.0,3.0,47.0,48.0,203.0,17.0,0.0,9.0,6.0,6.0,37.0,6.0,9.0,6.0,41.0,13.0,7.0,486.0,5.0,10.0,2.0,68.0,11.0,10.0,12.0,14.0,7.0,6.0,31.0,15.0,2.0,24.0,3.0,3.0,65.0,31.0,4.0,15.0,31.0,32.0,17.0,13.0,4.0,21.0,10.0,4.0,2.0,6.0,2.0,11.0,4.0,9.0,28.0,7.0,12.0,11.0,10.0,7.0,14.0,44.0,45.0,10.0,4.0,20.0,27.0,62.0,40.0,45.0,15.0,33.0,4.0,6.0,15.0,2.0,5.0,21.0,3.0,5.0,10.0,25.0
2019112400,52.0,52.0,6.0,46.0,50.0,14.0,15.0,58.0,8.0,18.0,41.0,26.0,45.0,22.0,99.0,25.0,8.0,51.0,7.0,2.0,7.0,5.0,13.0,15.0,23.0,5.0,9.0,8.0,17.0,2.0,57.0,70.0,147.0,13.0,0.0,18.0,18.0,18.0,51.0,1.0,7.0,4.0,57.0,18.0,7.0,16.0,9.0,14.0,4.0,104.0,20.0,23.0,14.0,9.0,6.0,10.0,60.0,15.0,1.0,27.0,3.0,9.0,99.0,50.0,4.0,14.0,51.0,46.0,19.0,19.0,6.0,23.0,13.0,2.0,1.0,2.0,1.0,12.0,3.0,6.0,36.0,18.0,17.0,18.0,19.0,6.0,11.0,92.0,53.0,12.0,2.0,13.0,108.0,99.0,50.0,43.0,13.0,35.0,6.0,10.0,18.0,5.0,3.0,25.0,3.0,2.0,6.0,29.0
2019112500,93.0,66.0,3.0,64.0,61.0,19.0,23.0,65.0,11.0,31.0,29.0,38.0,81.0,24.0,183.0,44.0,6.0,128.0,9.0,6.0,10.0,4.0,19.0,20.0,43.0,16.0,7.0,23.0,20.0,6.0,114.0,92.0,292.0,16.0,0.0,15.0,17.0,36.0,60.0,1.0,7.0,8.0,82.0,26.0,11.0,17.0,21.0,6.0,10.0,208.0,21.0,20.0,17.0,13.0,3.0,24.0,71.0,26.0,0.0,17.0,3.0,7.0,189.0,55.0,1.0,18.0,70.0,51.0,26.0,44.0,6.0,33.0,11.0,3.0,6.0,23.0,6.0,12.0,6.0,1.0,54.0,28.0,24.0,25.0,28.0,7.0,10.0,175.0,68.0,24.0,3.0,27.0,23.0,190.0,77.0,53.0,13.0,44.0,4.0,4.0,28.0,2.0,8.0,29.0,1.0,9.0,4.0,29.0
2019112600,55.0,59.0,3.0,48.0,78.0,14.0,18.0,76.0,21.0,18.0,22.0,34.0,75.0,29.0,155.0,31.0,9.0,129.0,6.0,2.0,5.0,6.0,11.0,24.0,22.0,5.0,10.0,9.0,19.0,3.0,106.0,92.0,206.0,15.0,0.0,17.0,25.0,22.0,48.0,3.0,7.0,11.0,78.0,21.0,13.0,15.0,12.0,15.0,6.0,193.0,16.0,20.0,21.0,7.0,3.0,8.0,54.0,39.0,4.0,32.0,7.0,8.0,141.0,58.0,5.0,22.0,45.0,62.0,33.0,36.0,4.0,46.0,9.0,0.0,5.0,14.0,3.0,9.0,12.0,4.0,89.0,29.0,23.0,22.0,19.0,7.0,17.0,174.0,52.0,16.0,4.0,28.0,36.0,200.0,60.0,63.0,16.0,29.0,4.0,10.0,28.0,4.0,14.0,34.0,3.0,9.0,7.0,37.0
2019112700,61.0,92.0,5.0,53.0,68.0,15.0,12.0,65.0,7.0,29.0,23.0,36.0,60.0,22.0,162.0,42.0,12.0,145.0,6.0,0.0,9.0,2.0,16.0,19.0,30.0,12.0,4.0,13.0,17.0,7.0,127.0,107.0,165.0,15.0,0.0,18.0,30.0,49.0,64.0,1.0,5.0,5.0,85.0,32.0,17.0,7.0,12.0,9.0,4.0,213.0,22.0,25.0,18.0,9.0,13.0,15.0,69.0,23.0,2.0,25.0,11.0,9.0,176.0,54.0,5.0,14.0,60.0,58.0,49.0,17.0,5.0,28.0,12.0,8.0,1.0,15.0,0.0,8.0,10.0,2.0,68.0,22.0,28.0,14.0,19.0,9.0,12.0,210.0,51.0,15.0,9.0,17.0,33.0,212.0,55.0,64.0,8.0,39.0,9.0,14.0,22.0,0.0,6.0,27.0,2.0,3.0,6.0,34.0
2019112800,47.0,69.0,6.0,68.0,72.0,22.0,19.0,49.0,7.0,35.0,22.0,32.0,75.0,36.0,132.0,23.0,17.0,132.0,7.0,8.0,7.0,3.0,17.0,15.0,31.0,11.0,9.0,9.0,31.0,10.0,106.0,109.0,126.0,13.0,0.0,19.0,21.0,9.0,42.0,1.0,3.0,8.0,74.0,27.0,14.0,11.0,12.0,10.0,10.0,204.0,18.0,25.0,12.0,3.0,6.0,17.0,52.0,16.0,2.0,33.0,2.0,3.0,132.0,57.0,4.0,20.0,50.0,62.0,30.0,34.0,7.0,58.0,20.0,4.0,2.0,16.0,6.0,15.0,6.0,11.0,55.0,18.0,32.0,10.0,12.0,10.0,9.0,169.0,49.0,14.0,4.0,12.0,22.0,198.0,58.0,43.0,12.0,38.0,10.0,10.0,14.0,3.0,6.0,25.0,2.0,6.0,11.0,29.0
2019112900,50.0,45.0,2.0,60.0,48.0,15.0,14.0,39.0,8.0,25.0,20.0,34.0,49.0,19.0,96.0,9.0,8.0,84.0,6.0,6.0,7.0,4.0,14.0,13.0,21.0,8.0,8.0,10.0,12.0,6.0,69.0,94.0,107.0,14.0,0.0,12.0,11.0,23.0,30.0,6.0,6.0,5.0,48.0,33.0,10.0,13.0,8.0,18.0,7.0,149.0,14.0,17.0,10.0,8.0,3.0,19.0,33.0,32.0,5.0,21.0,5.0,9.0,92.0,33.0,4.0,15.0,72.0,42.0,29.0,20.0,1.0,24.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,7.0,42.0,9.0,25.0,17.0,9.0,6.0,12.0,104.0,45.0,10.0,5.0,10.0,23.0,147.0,57.0,35.0,9.0,31.0,1.0,8.0,23.0,6.0,8.0,18.0,1.0,8.0,12.0,39.0
2019113000,44.0,69.0,3.0,48.0,33.0,12.0,10.0,43.0,10.0,15.0,31.0,15.0,57.0,22.0,57.0,10.0,2.0,38.0,3.0,3.0,6.0,3.0,10.0,15.0,21.0,3.0,5.0,10.0,14.0,6.0,31.0,50.0,115.0,15.0,0.0,6.0,15.0,14.0,30.0,1.0,8.0,5.0,44.0,15.0,12.0,13.0,3.0,12.0,10.0,59.0,3.0,19.0,11.0,5.0,8.0,8.0,45.0,23.0,2.0,28.0,4.0,5.0,62.0,28.0,2.0,15.0,42.0,40.0,18.0,16.0,2.0,22.0,12.0,5.0,4.0,10.0,2.0,9.0,3.0,7.0,26.0,10.0,17.0,19.0,9.0,16.0,10.0,51.0,23.0,10.0,3.0,12.0,27.0,71.0,45.0,45.0,9.0,31.0,5.0,3.0,23.0,3.0,5.0,18.0,5.0,4.0,10.0,18.0
2019120100,33.0,72.0,4.0,43.0,41.0,17.0,8.0,51.0,18.0,30.0,36.0,23.0,59.0,22.0,88.0,22.0,3.0,58.0,9.0,4.0,2.0,3.0,15.0,24.0,19.0,12.0,5.0,8.0,20.0,3.0,51.0,68.0,115.0,11.0,0.0,20.0,15.0,18.0,31.0,2.0,8.0,6.0,43.0,21.0,17.0,15.0,2.0,13.0,10.0,93.0,14.0,16.0,5.0,8.0,9.0,14.0,46.0,23.0,1.0,33.0,7.0,4.0,67.0,28.0,3.0,19.0,39.0,64.0,30.0,33.0,5.0,39.0,9.0,3.0,4.0,11.0,2.0,11.0,4.0,4.0,35.0,9.0,20.0,31.0,21.0,9.0,12.0,86.0,44.0,15.0,4.0,18.0,20.0,119.0,25.0,41.0,12.0,21.0,1.0,5.0,24.0,1.0,7.0,18.0,4.0,5.0,11.0,34.0
2019120200,51.0,41.0,3.0,43.0,71.0,10.0,18.0,47.0,28.0,31.0,31.0,47.0,75.0,23.0,133.0,32.0,32.0,110.0,3.0,4.0,5.0,5.0,10.0,33.0,31.0,10.0,12.0,10.0,14.0,4.0,101.0,108.0,151.0,16.0,0.0,21.0,33.0,16.0,39.0,4.0,3.0,5.0,68.0,20.0,18.0,10.0,13.0,12.0,13.0,200.0,12.0,17.0,20.0,13.0,4.0,18.0,62.0,21.0,1.0,31.0,6.0,5.0,134.0,109.0,3.0,16.0,46.0,64.0,25.0,24.0,4.0,55.0,9.0,1.0,3.0,2.0,4.0,6.0,7.0,9.0,76.0,26.0,41.0,28.0,17.0,2.0,16.0,211.0,63.0,9.0,3.0,21.0,23.0,178.0,99.0,49.0,15.0,30.0,5.0,7.0,30.0,3.0,11.0,29.0,3.0,2.0,3.0,49.0
2019120300,68.0,49.0,2.0,81.0,67.0,20.0,12.0,71.0,23.0,33.0,32.0,54.0,80.0,27.0,144.0,24.0,24.0,177.0,3.0,0.0,10.0,5.0,27.0,26.0,32.0,6.0,8.0,13.0,20.0,9.0,108.0,120.0,124.0,9.0,0.0,20.0,28.0,22.0,26.0,2.0,5.0,6.0,85.0,25.0,13.0,20.0,16.0,12.0,12.0,254.0,24.0,33.0,22.0,9.0,10.0,30.0,69.0,36.0,6.0,27.0,2.0,12.0,159.0,88.0,1.0,14.0,59.0,75.0,29.0,37.0,3.0,62.0,19.0,3.0,2.0,10.0,0.0,22.0,16.0,6.0,63.0,19.0,40.0,14.0,17.0,11.0,19.0,259.0,59.0,17.0,2.0,17.0,35.0,181.0,88.0,44.0,17.0,46.0,5.0,9.0,30.0,7.0,18.0,23.0,4.0,19.0,18.0,32.0
2019120400,65.0,61.0,5.0,58.0,60.0,16.0,17.0,38.0,9.0,28.0,30.0,41.0,61.0,25.0,178.0,33.0,15.0,142.0,10.0,7.0,3.0,2.0,19.0,21.0,34.0,16.0,10.0,10.0,17.0,4.0,110.0,124.0,153.0,6.0,0.0,15.0,21.0,25.0,24.0,8.0,6.0,9.0,87.0,21.0,15.0,7.0,8.0,7.0,11.0,198.0,18.0,24.0,11.0,5.0,6.0,26.0,71.0,22.0,4.0,25.0,7.0,5.0,136.0,70.0,3.0,20.0,48.0,44.0,29.0,25.0,1.0,38.0,13.0,11.0,9.0,14.0,5.0,7.0,4.0,11.0,49.0,20.0,25.0,17.0,26.0,11.0,79.0,230.0,73.0,14.0,8.0,15.0,23.0,262.0,98.0,48.0,13.0,37.0,3.0,10.0,34.0,2.0,10.0,32.0,3.0,5.0,18.0,27.0
2019120500,56.0,35.0,7.0,52.0,75.0,13.0,18.0,60.0,6.0,249.0,35.0,62.0,59.0,30.0,160.0,28.0,14.0,128.0,6.0,4.0,6.0,2.0,11.0,20.0,35.0,12.0,7.0,11.0,20.0,6.0,86.0,105.0,145.0,13.0,0.0,20.0,25.0,19.0,31.0,2.0,5.0,8.0,72.0,83.0,14.0,11.0,13.0,10.0,11.0,180.0,15.0,248.0,11.0,7.0,4.0,22.0,51.0,22.0,5.0,29.0,9.0,12.0,172.0,50.0,2.0,18.0,75.0,56.0,27.0,25.0,4.0,637.0,12.0,7.0,2.0,5.0,4.0,11.0,2.0,6.0,70.0,21.0,32.0,20.0,16.0,10.0,15.0,163.0,60.0,15.0,3.0,29.0,37.0,192.0,69.0,68.0,17.0,30.0,8.0,10.0,29.0,1.0,7.0,27.0,3.0,8.0,9.0,64.0
2019120600,31.0,59.0,5.0,55.0,70.0,7.0,16.0,49.0,19.0,22.0,35.0,49.0,61.0,25.0,114.0,13.0,14.0,114.0,7.0,3.0,4.0,3.0,16.0,16.0,21.0,12.0,9.0,11.0,17.0,7.0,78.0,59.0,113.0,12.0,0.0,17.0,16.0,10.0,29.0,5.0,3.0,6.0,75.0,16.0,15.0,10.0,6.0,7.0,7.0,144.0,11.0,25.0,11.0,10.0,7.0,11.0,29.0,17.0,7.0,26.0,8.0,13.0,110.0,40.0,6.0,16.0,63.0,53.0,23.0,16.0,5.0,33.0,4.0,4.0,8.0,9.0,4.0,6.0,4.0,9.0,44.0,11.0,21.0,20.0,12.0,11.0,18.0,148.0,63.0,15.0,6.0,16.0,22.0,129.0,57.0,52.0,8.0,14.0,7.0,8.0,19.0,3.0,6.0,18.0,4.0,6.0,8.0,38.0
2019120700,34.0,60.0,8.0,32.0,31.0,10.0,7.0,52.0,2.0,24.0,26.0,24.0,50.0,12.0,69.0,12.0,4.0,32.0,13.0,3.0,5.0,4.0,4.0,17.0,16.0,4.0,1.0,12.0,20.0,6.0,40.0,45.0,98.0,9.0,130.0,12.0,9.0,13.0,31.0,5.0,2.0,3.0,50.0,11.0,10.0,14.0,4.0,20.0,0.0,63.0,10.0,15.0,9.0,9.0,0.0,12.0,32.0,17.0,1.0,23.0,7.0,10.0,61.0,24.0,4.0,14.0,72.0,29.0,21.0,10.0,1.0,27.0,16.0,6.0,2.0,3.0,4.0,9.0,1.0,3.0,39.0,17.0,14.0,19.0,13.0,7.0,6.0,52.0,64.0,10.0,2.0,9.0,20.0,60.0,27.0,40.0,8.0,23.0,8.0,11.0,27.0,2.0,2.0,13.0,5.0,6.0,6.0,25.0
2019120800,37.0,60.0,4.0,56.0,36.0,9.0,8.0,35.0,12.0,38.0,36.0,33.0,61.0,28.0,113.0,18.0,7.0,59.0,3.0,6.0,12.0,10.0,10.0,23.0,13.0,8.0,9.0,10.0,17.0,8.0,53.0,48.0,154.0,6.0,224.0,11.0,9.0,25.0,50.0,3.0,9.0,4.0,48.0,21.0,15.0,14.0,5.0,10.0,7.0,92.0,17.0,23.0,24.0,7.0,10.0,12.0,46.0,24.0,4.0,23.0,9.0,10.0,104.0,35.0,2.0,15.0,47.0,43.0,36.0,22.0,4.0,24.0,11.0,1.0,1.0,12.0,1.0,11.0,6.0,1.0,45.0,23.0,10.0,15.0,14.0,6.0,21.0,93.0,47.0,15.0,1.0,16.0,25.0,79.0,33.0,44.0,9.0,31.0,5.0,8.0,26.0,3.0,7.0,22.0,6.0,5.0,5.0,32.0
2019120900,70.0,59.0,7.0,45.0,48.0,17.0,15.0,55.0,37.0,27.0,32.0,50.0,95.0,21.0,179.0,39.0,22.0,114.0,7.0,8.0,12.0,11.0,18.0,19.0,30.0,10.0,15.0,8.0,20.0,13.0,124.0,120.0,180.0,30.0,13.0,13.0,22.0,19.0,43.0,3.0,9.0,5.0,96.0,31.0,16.0,15.0,12.0,12.0,8.0,186.0,16.0,20.0,22.0,10.0,2.0,17.0,48.0,23.0,7.0,29.0,8.0,6.0,164.0,66.0,6.0,31.0,54.0,55.0,43.0,24.0,4.0,43.0,17.0,5.0,4.0,14.0,3.0,5.0,7.0,7.0,61.0,33.0,26.0,18.0,17.0,12.0,22.0,173.0,78.0,13.0,3.0,13.0,36.0,160.0,111.0,71.0,20.0,31.0,9.0,12.0,34.0,3.0,23.0,22.0,3.0,35.0,6.0,22.0
2019121000,58.0,50.0,5.0,59.0,58.0,10.0,14.0,57.0,10.0,23.0,29.0,46.0,65.0,21.0,176.0,36.0,14.0,127.0,4.0,2.0,14.0,5.0,18.0,23.0,29.0,11.0,11.0,8.0,29.0,3.0,100.0,93.0,175.0,9.0,3.0,12.0,19.0,34.0,30.0,6.0,7.0,6.0,92.0,21.0,20.0,13.0,18.0,17.0,8.0,203.0,26.0,23.0,14.0,6.0,4.0,21.0,60.0,27.0,8.0,191.0,6.0,3.0,132.0,62.0,6.0,28.0,58.0,59.0,35.0,27.0,2.0,31.0,14.0,6.0,3.0,16.0,5.0,14.0,3.0,6.0,75.0,37.0,14.0,22.0,13.0,9.0,20.0,164.0,79.0,22.0,10.0,20.0,27.0,157.0,110.0,63.0,15.0,20.0,10.0,10.0,32.0,3.0,11.0,44.0,5.0,7.0,5.0,28.0
2019121100,57.0,35.0,7.0,55.0,63.0,14.0,10.0,65.0,12.0,21.0,19.0,71.0,81.0,34.0,172.0,31.0,12.0,124.0,6.0,6.0,7.0,5.0,14.0,33.0,45.0,13.0,5.0,13.0,27.0,8.0,117.0,101.0,182.0,11.0,2.0,21.0,26.0,29.0,28.0,5.0,6.0,14.0,94.0,25.0,16.0,11.0,16.0,10.0,7.0,215.0,31.0,25.0,26.0,8.0,8.0,27.0,65.0,31.0,4.0,38.0,8.0,11.0,165.0,53.0,6.0,29.0,59.0,73.0,39.0,20.0,3.0,55.0,20.0,5.0,12.0,14.0,5.0,12.0,10.0,7.0,59.0,11.0,30.0,29.0,28.0,15.0,20.0,213.0,60.0,22.0,7.0,22.0,20.0,149.0,94.0,64.0,10.0,29.0,5.0,6.0,25.0,1.0,15.0,36.0,1.0,3.0,6.0,26.0
2019121200,53.0,41.0,6.0,60.0,60.0,17.0,13.0,71.0,17.0,13.0,27.0,67.0,70.0,26.0,173.0,32.0,14.0,92.0,6.0,7.0,11.0,4.0,15.0,38.0,26.0,10.0,12.0,20.0,19.0,11.0,113.0,114.0,163.0,20.0,405.0,27.0,14.0,28.0,46.0,4.0,8.0,5.0,82.0,42.0,22.0,19.0,13.0,14.0,13.0,205.0,32.0,18.0,11.0,12.0,12.0,28.0,75.0,34.0,2.0,36.0,15.0,5.0,123.0,53.0,4.0,24.0,68.0,64.0,31.0,20.0,8.0,46.0,19.0,3.0,2.0,15.0,6.0,13.0,11.0,14.0,66.0,17.0,25.0,26.0,20.0,19.0,18.0,165.0,46.0,16.0,11.0,17.0,39.0,160.0,72.0,67.0,20.0,18.0,7.0,13.0,18.0,6.0,20.0,34.0,5.0,3.0,18.0,33.0
2019121300,42.0,75.0,3.0,62.0,42.0,8.0,17.0,48.0,12.0,28.0,20.0,38.0,60.0,19.0,137.0,26.0,10.0,101.0,7.0,9.0,11.0,6.0,21.0,30.0,23.0,8.0,23.0,19.0,19.0,17.0,86.0,67.0,165.0,11.0,8.0,20.0,15.0,18.0,26.0,2.0,6.0,6.0,68.0,26.0,11.0,12.0,7.0,12.0,8.0,138.0,21.0,24.0,16.0,8.0,9.0,18.0,63.0,23.0,5.0,29.0,6.0,10.0,86.0,47.0,5.0,9.0,56.0,55.0,23.0,10.0,6.0,22.0,11.0,6.0,2.0,11.0,11.0,4.0,19.0,13.0,41.0,19.0,19.0,28.0,16.0,9.0,22.0,124.0,54.0,17.0,1.0,17.0,26.0,162.0,61.0,58.0,16.0,30.0,10.0,12.0,14.0,2.0,12.0,18.0,1.0,15.0,10.0,24.0
2019121400,32.0,40.0,12.0,807.0,36.0,6.0,11.0,46.0,5.0,21.0,33.0,32.0,44.0,20.0,67.0,12.0,12.0,48.0,2.0,3.0,12.0,6.0,14.0,21.0,16.0,5.0,12.0,7.0,12.0,6.0,57.0,45.0,137.0,6.0,2.0,17.0,11.0,12.0,33.0,5.0,4.0,3.0,49.0,12.0,9.0,18.0,9.0,10.0,7.0,86.0,26.0,23.0,11.0,1.0,3.0,25.0,23.0,22.0,6.0,16.0,6.0,11.0,81.0,31.0,3.0,5.0,53.0,63.0,22.0,13.0,2.0,27.0,7.0,3.0,4.0,9.0,5.0,5.0,8.0,7.0,39.0,16.0,16.0,21.0,15.0,10.0,18.0,63.0,46.0,15.0,4.0,16.0,18.0,76.0,41.0,48.0,18.0,15.0,4.0,5.0,17.0,3.0,11.0,21.0,3.0,9.0,15.0,14.0
2019121500,42.0,50.0,3.0,52.0,33.0,15.0,11.0,44.0,15.0,17.0,40.0,24.0,65.0,17.0,116.0,24.0,7.0,87.0,8.0,2.0,9.0,4.0,11.0,30.0,21.0,9.0,13.0,9.0,28.0,10.0,75.0,74.0,175.0,16.0,3.0,15.0,11.0,17.0,35.0,3.0,5.0,1.0,53.0,21.0,8.0,10.0,7.0,15.0,8.0,104.0,16.0,18.0,12.0,13.0,5.0,19.0,32.0,39.0,7.0,35.0,6.0,7.0,113.0,40.0,7.0,14.0,42.0,57.0,41.0,15.0,5.0,47.0,21.0,4.0,4.0,13.0,6.0,11.0,4.0,5.0,43.0,12.0,22.0,19.0,13.0,10.0,18.0,85.0,30.0,13.0,2.0,17.0,17.0,103.0,169.0,40.0,17.0,21.0,7.0,12.0,12.0,1.0,14.0,32.0,7.0,4.0,8.0,27.0
2019121600,55.0,42.0,5.0,62.0,82.0,7.0,19.0,55.0,15.0,27.0,37.0,55.0,68.0,24.0,126.0,38.0,13.0,113.0,10.0,10.0,4.0,7.0,18.0,28.0,38.0,8.0,3.0,10.0,21.0,9.0,112.0,99.0,146.0,5.0,2.0,38.0,23.0,20.0,16.0,6.0,7.0,13.0,85.0,25.0,13.0,9.0,8.0,13.0,4.0,182.0,17.0,25.0,23.0,10.0,4.0,19.0,54.0,42.0,2.0,21.0,9.0,7.0,164.0,41.0,4.0,31.0,75.0,51.0,31.0,23.0,6.0,53.0,15.0,7.0,5.0,13.0,5.0,20.0,13.0,5.0,52.0,20.0,26.0,23.0,24.0,12.0,19.0,160.0,56.0,10.0,7.0,12.0,24.0,164.0,104.0,87.0,19.0,27.0,7.0,15.0,34.0,3.0,11.0,34.0,1.0,9.0,17.0,25.0
2019121700,52.0,61.0,3.0,56.0,63.0,13.0,21.0,41.0,9.0,25.0,27.0,67.0,79.0,33.0,144.0,59.0,18.0,97.0,2.0,5.0,4.0,5.0,18.0,11.0,39.0,13.0,9.0,8.0,22.0,9.0,99.0,97.0,138.0,7.0,1.0,18.0,19.0,14.0,27.0,5.0,4.0,3.0,73.0,37.0,13.0,13.0,6.0,16.0,5.0,200.0,19.0,28.0,22.0,5.0,8.0,23.0,64.0,27.0,3.0,27.0,6.0,9.0,132.0,52.0,3.0,20.0,77.0,51.0,32.0,28.0,4.0,50.0,16.0,8.0,1.0,12.0,5.0,16.0,6.0,9.0,103.0,20.0,21.0,25.0,29.0,24.0,27.0,141.0,56.0,17.0,2.0,8.0,37.0,166.0,109.0,99.0,22.0,39.0,2.0,8.0,21.0,2.0,14.0,25.0,2.0,1.0,16.0,28.0
2019121800,42.0,56.0,5.0,52.0,55.0,11.0,9.0,50.0,7.0,18.0,23.0,45.0,71.0,26.0,144.0,76.0,20.0,105.0,5.0,3.0,11.0,8.0,10.0,39.0,13.0,3.0,6.0,8.0,18.0,7.0,83.0,71.0,200.0,7.0,3.0,24.0,15.0,19.0,28.0,2.0,8.0,4.0,55.0,25.0,11.0,18.0,8.0,15.0,9.0,165.0,11.0,17.0,19.0,7.0,8.0,35.0,55.0,15.0,3.0,19.0,14.0,9.0,122.0,66.0,3.0,25.0,67.0,51.0,34.0,18.0,3.0,30.0,18.0,6.0,3.0,4.0,3.0,10.0,8.0,4.0,56.0,20.0,23.0,25.0,14.0,10.0,22.0,108.0,52.0,16.0,3.0,16.0,27.0,182.0,90.0,77.0,16.0,26.0,8.0,13.0,20.0,1.0,12.0,22.0,4.0,8.0,18.0,28.0
2019121900,37.0,31.0,4.0,45.0,84.0,8.0,16.0,48.0,6.0,18.0,24.0,28.0,51.0,28.0,119.0,19.0,17.0,85.0,5.0,3.0,7.0,6.0,13.0,17.0,24.0,21.0,10.0,13.0,19.0,6.0,78.0,58.0,155.0,13.0,4.0,34.0,15.0,11.0,26.0,3.0,8.0,8.0,46.0,11.0,12.0,10.0,5.0,9.0,11.0,125.0,19.0,15.0,18.0,10.0,12.0,18.0,86.0,38.0,4.0,28.0,5.0,8.0,122.0,56.0,3.0,19.0,65.0,51.0,29.0,11.0,3.0,57.0,13.0,9.0,1.0,12.0,2.0,16.0,11.0,10.0,38.0,17.0,12.0,25.0,10.0,8.0,15.0,102.0,47.0,22.0,1.0,25.0,27.0,149.0,127.0,91.0,40.0,34.0,5.0,7.0,24.0,2.0,11.0,28.0,5.0,2.0,6.0,24.0
2019122000,33.0,55.0,2.0,48.0,30.0,11.0,15.0,81.0,8.0,15.0,31.0,23.0,29.0,22.0,82.0,23.0,11.0,33.0,3.0,2.0,5.0,1.0,22.0,16.0,30.0,9.0,10.0,6.0,13.0,4.0,64.0,44.0,108.0,5.0,1.0,27.0,6.0,18.0,21.0,6.0,5.0,3.0,50.0,15.0,5.0,16.0,7.0,11.0,4.0,74.0,21.0,17.0,19.0,1.0,6.0,13.0,26.0,17.0,6.0,25.0,7.0,15.0,62.0,34.0,4.0,7.0,46.0,25.0,29.0,19.0,2.0,31.0,6.0,5.0,2.0,19.0,8.0,12.0,6.0,4.0,35.0,8.0,8.0,20.0,8.0,8.0,8.0,44.0,34.0,19.0,1.0,12.0,18.0,50.0,60.0,52.0,20.0,37.0,10.0,11.0,14.0,5.0,6.0,20.0,5.0,5.0,13.0,16.0
